,3,3,3,3,3
1259,50.3,39.4,38.0,29.3,44.5
1260,45.6,50.3,39.4,38.0,29.3
1261,40.1,45.6,50.3,39.4,38.0
1262,35.5,40.1,45.6,50.3,39.4
1263,30.1,35.5,40.1,45.6,50.3
1264,42.6,30.1,35.5,40.1,45.6
1265,24.1,42.6,30.1,35.5,40.1
1266,53.5,24.1,42.6,30.1,35.5
1267,41.1,53.5,24.1,42.6,30.1
1268,23.4,41.1,53.5,24.1,42.6
1269,21.6,23.4,41.1,53.5,24.1
1270,33.0,21.6,23.4,41.1,53.5
1271,8.4,33.0,21.6,23.4,41.1
1272,17.3,8.4,33.0,21.6,23.4
1273,10.0,17.3,8.4,33.0,21.6
1274,0.7,10.0,17.3,8.4,33.0
1275,5.9,0.7,10.0,17.3,8.4
1276,0.0,5.9,0.7,10.0,17.3
1277,18.3,0.0,5.9,0.7,10.0
1278,7.9,18.3,0.0,5.9,0.7
1279,5.8,7.9,18.3,0.0,5.9
1280,1.0,5.8,7.9,18.3,0.0
1281,9.3,1.0,5.8,7.9,18.3
1282,0.7,9.3,1.0,5.8,7.9
1283,12.4,0.7,9.3,1.0,5.8
1284,0.0,12.4,0.7,9.3,1.0
1285,9.8,0.0,12.4,0.7,9.3
1286,8.8,9.8,0.0,12.4,0.7
1287,11.3,8.8,9.8,0.0,12.4
1288,8.4,11.3,8.8,9.8,0.0
1289,8.5,8.4,11.3,8.8,9.8
1290,14.7,8.5,8.4,11.3,8.8
1291,13.7,14.7,8.5,8.4,11.3
1292,26.0,13.7,14.7,8.5,8.4
1293,14.2,26.0,13.7,14.7,8.5
1294,10.0,14.2,26.0,13.7,14.7
1295,21.1,10.0,14.2,26.0,13.7
1296,54.2,21.1,10.0,14.2,26.0
1297,30.5,54.2,21.1,10.0,14.2
1298,42.2,30.5,54.2,21.1,10.0
1299,32.0,42.2,30.5,54.2,21.1
1300,80.6,32.0,42.2,30.5,54.2
1301,77.1,80.6,32.0,42.2,30.5
1302,59.6,77.1,80.6,32.0,42.2
1303,70.7,59.6,77.1,80.6,32.0
1304,74.2,70.7,59.6,77.1,80.6
1305,66.3,74.2,70.7,59.6,77.1
1306,109.2,66.3,74.2,70.7,59.6
1307,72.8,109.2,66.3,74.2,70.7
1308,78.6,72.8,109.2,66.3,74.2
1309,84.5,78.6,72.8,109.2,66.3
1310,107.7,84.5,78.6,72.8,109.2
1311,104.9,107.7,84.5,78.6,72.8
1312,152.2,104.9,107.7,84.5,78.6
1313,173.2,152.2,104.9,107.7,84.5
1314,98.6,173.2,152.2,104.9,107.7
1315,127.0,98.6,173.2,152.2,104.9
1316,159.0,127.0,98.6,173.2,152.2
1317,166.4,159.0,127.0,98.6,173.2
1318,171.5,166.4,159.0,127.0,98.6
1319,162.9,171.5,166.4,159.0,127.0
1320,172.8,162.9,171.5,166.4,159.0
1321,165.2,172.8,162.9,171.5,166.4
1322,180.7,165.2,172.8,162.9,171.5
1323,203.0,180.7,165.2,172.8,162.9
1324,200.9,203.0,180.7,165.2,172.8
1325,217.8,200.9,203.0,180.7,165.2
1326,184.6,217.8,200.9,203.0,180.7
1327,153.9,184.6,217.8,200.9,203.0
1328,156.6,153.9,184.6,217.8,200.9
1329,167.9,156.6,153.9,184.6,217.8
1330,188.0,167.9,156.6,153.9,184.6
1331,135.7,188.0,167.9,156.6,153.9
1332,203.5,135.7,188.0,167.9,156.6
1333,206.3,203.5,135.7,188.0,167.9
1334,221.9,206.3,203.5,135.7,188.0
1335,190.5,221.9,206.3,203.5,135.7
1336,175.2,190.5,221.9,206.3,203.5
1337,171.1,175.2,190.5,221.9,206.3
1338,186.0,171.1,175.2,190.5,221.9
1339,181.7,186.0,171.1,175.2,190.5
1340,118.5,181.7,186.0,171.1,175.2
1341,147.5,118.5,181.7,186.0,171.1
1342,192.0,147.5,118.5,181.7,186.0
1343,187.1,192.0,147.5,118.5,181.7
1344,107.8,187.1,192.0,147.5,118.5
1345,167.5,107.8,187.1,192.0,147.5
1346,148.2,167.5,107.8,187.1,192.0
1347,156.7,148.2,167.5,107.8,187.1
1348,151.9,156.7,148.2,167.5,107.8
1349,127.7,151.9,156.7,148.2,167.5
1350,102.0,127.7,151.9,156.7,148.2
1351,152.8,102.0,127.7,151.9,156.7
1352,119.9,152.8,102.0,127.7,151.9
1353,122.4,119.9,152.8,102.0,127.7
1354,82.7,122.4,119.9,152.8,102.0
1355,102.1,82.7,122.4,119.9,152.8
1356,122.4,102.1,82.7,122.4,119.9
1357,159.7,122.4,102.1,82.7,122.4
1358,139.5,159.7,122.4,102.1,82.7
1359,118.7,139.5,159.7,122.4,102.1
1360,126.4,118.7,139.5,159.7,122.4
1361,79.8,126.4,118.7,139.5,159.7
1362,96.0,79.8,126.4,118.7,139.5
1363,77.6,96.0,79.8,126.4,118.7
1364,91.8,77.6,96.0,79.8,126.4
1365,107.7,91.8,77.6,96.0,79.8
1366,126.0,107.7,91.8,77.6,96.0
1367,77.1,126.0,107.7,91.8,77.6
1368,102.1,77.1,126.0,107.7,91.8
1369,77.6,102.1,77.1,126.0,107.7
1370,62.0,77.6,102.1,77.1,126.0
1371,91.3,62.0,77.6,102.1,77.1
1372,41.7,91.3,62.0,77.6,102.1
1373,75.7,41.7,91.3,62.0,77.6
1374,71.6,75.7,41.7,91.3,62.0
1375,78.1,71.6,75.7,41.7,91.3
1376,109.7,78.1,71.6,75.7,41.7
1377,89.5,109.7,78.1,71.6,75.7
1378,125.9,89.5,109.7,78.1,71.6
1379,68.1,125.9,89.5,109.7,78.1
1380,77.1,68.1,125.9,89.5,109.7
1381,109.9,77.1,68.1,125.9,89.5
1382,103.8,109.9,77.1,68.1,125.9
1383,104.1,103.8,109.9,77.1,68.1
1384,54.2,104.1,103.8,109.9,77.1
1385,64.4,54.2,104.1,103.8,109.9
1386,109.3,64.4,54.2,104.1,103.8
1387,54.3,109.3,64.4,54.2,104.1
1388,92.5,54.3,109.3,64.4,54.2
1389,74.6,92.5,54.3,109.3,64.4
1390,75.0,74.6,92.5,54.3,109.3
1391,55.9,75.0,74.6,92.5,54.3
1392,65.6,55.9,75.0,74.6,92.5
1393,63.8,65.6,55.9,75.0,74.6
1394,50.8,63.8,65.6,55.9,75.0
1395,71.8,50.8,63.8,65.6,55.9
1396,41.0,71.8,50.8,63.8,65.6
1397,32.5,41.0,71.8,50.8,63.8
1398,46.7,32.5,41.0,71.8,50.8
1399,24.3,46.7,32.5,41.0,71.8
1400,60.0,24.3,46.7,32.5,41.0
1401,72.9,60.0,24.3,46.7,32.5
1402,46.6,72.9,60.0,24.3,46.7
1403,33.5,46.6,72.9,60.0,24.3
1404,24.6,33.5,46.6,72.9,60.0
1405,31.4,24.6,33.5,46.6,72.9
1406,17.6,31.4,24.6,33.5,46.6
1407,24.2,17.6,31.4,24.6,33.5
1408,13.9,24.2,17.6,31.4,24.6
1409,26.8,13.9,24.2,17.6,31.4
1410,17.2,26.8,13.9,24.2,17.6
1411,2.9,17.2,26.8,13.9,24.2
1412,0.0,2.9,17.2,26.8,13.9
1413,1.4,0.0,2.9,17.2,26.8
1414,17.4,1.4,0.0,2.9,17.2
1415,9.7,17.4,1.4,0.0,2.9
1416,5.5,9.7,17.4,1.4,0.0
1417,2.8,5.5,9.7,17.4,1.4
1418,9.5,2.8,5.5,9.7,17.4
1419,9.1,9.5,2.8,5.5,9.7
1420,18.7,9.1,9.5,2.8,5.5
1421,25.5,18.7,9.1,9.5,2.8
1422,18.1,25.5,18.7,9.1,9.5
1423,47.9,18.1,25.5,18.7,9.1
1424,25.9,47.9,18.1,25.5,18.7
1425,26.3,25.9,47.9,18.1,25.5
1426,44.0,26.3,25.9,47.9,18.1
1427,61.1,44.0,26.3,25.9,47.9
1428,44.5,61.1,44.0,26.3,25.9
1429,51.8,44.5,61.1,44.0,26.3
1430,48.3,51.8,44.5,61.1,44.0
1431,57.3,48.3,51.8,44.5,61.1
1432,78.7,57.3,48.3,51.8,44.5
1433,102.8,78.7,57.3,48.3,51.8
1434,98.7,102.8,78.7,57.3,48.3
1435,112.8,98.7,102.8,78.7,57.3
1436,101.6,112.8,98.7,102.8,78.7
1437,99.9,101.6,112.8,98.7,102.8
1438,88.0,99.9,101.6,112.8,98.7
1439,68.4,88.0,99.9,101.6,112.8
1440,173.4,68.4,88.0,99.9,101.6
1441,180.7,173.4,68.4,88.0,99.9
1442,98.8,180.7,173.4,68.4,88.0
1443,132.7,98.8,180.7,173.4,68.4
1444,134.5,132.7,98.8,180.7,173.4
1445,99.0,134.5,132.7,98.8,180.7
1446,130.2,99.0,134.5,132.7,98.8
1447,174.1,130.2,99.0,134.5,132.7
1448,129.0,174.1,130.2,99.0,134.5
1449,191.7,129.0,174.1,130.2,99.0
1450,262.7,191.7,129.0,174.1,130.2
1451,266.9,262.7,191.7,129.0,174.1
1452,293.6,266.9,262.7,191.7,129.0
1453,226.3,293.6,266.9,262.7,191.7
1454,220.9,226.3,293.6,266.9,262.7
1455,256.5,220.9,226.3,293.6,266.9
1456,226.8,256.5,220.9,226.3,293.6
1457,244.3,226.8,256.5,220.9,226.3
1458,246.0,244.3,226.8,256.5,220.9
1459,216.7,246.0,244.3,226.8,256.5
1460,147.2,216.7,246.0,244.3,226.8
1461,209.0,147.2,216.7,246.0,244.3
1462,238.7,209.0,147.2,216.7,246.0
1463,270.9,238.7,209.0,147.2,216.7
1464,242.6,270.9,238.7,209.0,147.2
1465,152.9,242.6,270.9,238.7,209.0
1466,171.8,152.9,242.6,270.9,238.7
1467,183.7,171.8,152.9,242.6,270.9
1468,133.9,183.7,171.8,152.9,242.6
1469,148.5,133.9,183.7,171.8,152.9
1470,175.7,148.5,133.9,183.7,171.8
1471,150.8,175.7,148.5,133.9,183.7
1472,132.7,150.8,175.7,148.5,133.9
1473,200.3,132.7,150.8,175.7,148.5
1474,147.5,200.3,132.7,150.8,175.7
1475,170.4,147.5,200.3,132.7,150.8
1476,179.5,170.4,147.5,200.3,132.7
1477,183.3,179.5,170.4,147.5,200.3
1478,176.0,183.3,179.5,170.4,147.5
1479,155.0,176.0,183.3,179.5,170.4
1480,191.1,155.0,176.0,183.3,179.5
1481,171.2,191.1,155.0,176.0,183.3
1482,186.8,171.2,191.1,155.0,176.0
1483,139.9,186.8,171.2,191.1,155.0
1484,144.6,139.9,186.8,171.2,191.1
1485,178.4,144.6,139.9,186.8,171.2
1486,164.0,178.4,144.6,139.9,186.8
1487,127.1,164.0,178.4,144.6,139.9
1488,80.0,127.1,164.0,178.4,144.6
1489,74.8,80.0,127.1,164.0,178.4
1490,111.7,74.8,80.0,127.1,164.0
1491,113.8,111.7,74.8,80.0,127.1
1492,78.7,113.8,111.7,74.8,80.0
1493,78.6,78.7,113.8,111.7,74.8
1494,92.5,78.6,78.7,113.8,111.7
1495,82.0,92.5,78.6,78.7,113.8
1496,101.4,82.0,92.5,78.6,78.7
1497,107.1,101.4,82.0,92.5,78.6
1498,77.5,107.1,101.4,82.0,92.5
1499,53.5,77.5,107.1,101.4,82.0
1500,74.6,53.5,77.5,107.1,101.4
1501,63.8,74.6,53.5,77.5,107.1
1502,113.2,63.8,74.6,53.5,77.5
1503,102.3,113.2,63.8,74.6,53.5
1504,46.8,102.3,113.2,63.8,74.6
1505,57.4,46.8,102.3,113.2,63.8
1506,48.2,57.4,46.8,102.3,113.2
1507,48.8,48.2,57.4,46.8,102.3
1508,24.4,48.8,48.2,57.4,46.8
1509,35.9,24.4,48.8,48.2,57.4
1510,56.4,35.9,24.4,48.8,48.2
1511,48.6,56.4,35.9,24.4,48.8
1512,19.2,48.6,56.4,35.9,24.4
1513,39.9,19.2,48.6,56.4,35.9
1514,20.9,39.9,19.2,48.6,56.4
1515,24.4,20.9,39.9,19.2,48.6
1516,4.0,24.4,20.9,39.9,19.2
1517,21.3,4.0,24.4,20.9,39.9
1518,29.6,21.3,4.0,24.4,20.9
1519,16.5,29.6,21.3,4.0,24.4
1520,23.9,16.5,29.6,21.3,4.0
1521,25.1,23.9,16.5,29.6,21.3
1522,51.1,25.1,23.9,16.5,29.6
1523,3.9,51.1,25.1,23.9,16.5
1524,8.5,3.9,51.1,25.1,23.9
1525,2.7,8.5,3.9,51.1,25.1
1526,25.5,2.7,8.5,3.9,51.1
1527,14.8,25.5,2.7,8.5,3.9
1528,16.6,14.8,25.5,2.7,8.5
1529,23.9,16.6,14.8,25.5,2.7
1530,16.6,23.9,16.6,14.8,25.5
1531,13.6,16.6,23.9,16.6,14.8
1532,40.6,13.6,16.6,23.9,16.6
1533,14.5,40.6,13.6,16.6,23.9
1534,19.9,14.5,40.6,13.6,16.6
1535,26.3,19.9,14.5,40.6,13.6
1536,36.1,26.3,19.9,14.5,40.6
1537,23.6,36.1,26.3,19.9,14.5
1538,10.0,23.6,36.1,26.3,19.9
1539,10.5,10.0,23.6,36.1,26.3
1540,28.1,10.5,10.0,23.6,36.1
1541,11.2,28.1,10.5,10.0,23.6
1542,23.6,11.2,28.1,10.5,10.0
1543,3.5,23.6,11.2,28.1,10.5
1544,5.5,3.5,23.6,11.2,28.1
1545,11.0,5.5,3.5,23.6,11.2
1546,13.1,11.0,5.5,3.5,23.6
1547,0.2,13.1,11.0,5.5,3.5
1548,9.9,0.2,13.1,11.0,5.5
1549,10.7,9.9,0.2,13.1,11.0
1550,0.2,10.7,9.9,0.2,13.1
1551,0.0,0.2,10.7,9.9,0.2
1552,8.8,0.0,0.2,10.7,9.9
1553,1.9,8.8,0.0,0.2,10.7
1554,6.8,1.9,8.8,0.0,0.2
1555,0.9,6.8,1.9,8.8,0.0
1556,1.6,0.9,6.8,1.9,8.8
1557,0.9,1.6,0.9,6.8,1.9
1558,0.0,0.9,1.6,0.9,6.8
1559,10.4,0.0,0.9,1.6,0.9
1560,4.0,10.4,0.0,0.9,1.6
1561,8.0,4.0,10.4,0.0,0.9
1562,12.6,8.0,4.0,10.4,0.0
1563,17.9,12.6,8.0,4.0,10.4
1564,10.1,17.9,12.6,8.0,4.0
1565,20.4,10.1,17.9,12.6,8.0
1566,21.9,20.4,10.1,17.9,12.6
1567,12.2,21.9,20.4,10.1,17.9
1568,40.1,12.2,21.9,20.4,10.1
1569,45.4,40.1,12.2,21.9,20.4
1570,32.1,45.4,40.1,12.2,21.9
1571,32.4,32.1,45.4,40.1,12.2
1572,39.1,32.4,32.1,45.4,40.1
1573,56.9,39.1,32.4,32.1,45.4
1574,36.5,56.9,39.1,32.4,32.1
1575,80.3,36.5,56.9,39.1,32.4
1576,110.1,80.3,36.5,56.9,39.1
1577,71.7,110.1,80.3,36.5,56.9
1578,51.1,71.7,110.1,80.3,36.5
1579,49.4,51.1,71.7,110.1,80.3
1580,60.6,49.4,51.1,71.7,110.1
1581,88.6,60.6,49.4,51.1,71.7
1582,85.8,88.6,60.6,49.4,51.1
1583,86.1,85.8,88.6,60.6,49.4
1584,72.5,86.1,85.8,88.6,60.6
1585,100.8,72.5,86.1,85.8,88.6
1586,128.2,100.8,72.5,86.1,85.8
1587,97.3,128.2,100.8,72.5,86.1
1588,88.6,97.3,128.2,100.8,72.5
1589,107.3,88.6,97.3,128.2,100.8
1590,91.5,107.3,88.6,97.3,128.2
1591,78.8,91.5,107.3,88.6,97.3
1592,75.0,78.8,91.5,107.3,88.6
1593,115.9,75.0,78.8,91.5,107.3
1594,111.5,115.9,75.0,78.8,91.5
1595,159.6,111.5,115.9,75.0,78.8
1596,106.9,159.6,111.5,115.9,75.0
1597,75.4,106.9,159.6,111.5,115.9
1598,75.7,75.4,106.9,159.6,111.5
1599,67.5,75.7,75.4,106.9,159.6
1600,96.1,67.5,75.7,75.4,106.9
1601,98.6,96.1,67.5,75.7,75.4
1602,140.6,98.6,96.1,67.5,75.7
1603,69.7,140.6,98.6,96.1,67.5
1604,101.0,69.7,140.6,98.6,96.1
1605,78.2,101.0,69.7,140.6,98.6
1606,71.3,78.2,101.0,69.7,140.6
1607,136.8,71.3,78.2,101.0,69.7
1608,52.5,136.8,71.3,78.2,101.0
1609,127.2,52.5,136.8,71.3,78.2
1610,134.4,127.2,52.5,136.8,71.3
1611,76.6,134.4,127.2,52.5,136.8
1612,87.8,76.6,134.4,127.2,52.5
1613,139.6,87.8,76.6,134.4,127.2
1614,140.8,139.6,87.8,76.6,134.4
1615,126.5,140.8,139.6,87.8,76.6
1616,152.6,126.5,140.8,139.6,87.8
1617,144.8,152.6,126.5,140.8,139.6
1618,145.8,144.8,152.6,126.5,140.8
1619,126.9,145.8,144.8,152.6,126.5
1620,110.9,126.9,145.8,144.8,152.6
1621,85.3,110.9,126.9,145.8,144.8
1622,88.5,85.3,110.9,126.9,145.8
1623,93.1,88.5,85.3,110.9,126.9
1624,103.1,93.1,88.5,85.3,110.9
1625,79.6,103.1,93.1,88.5,85.3
1626,60.9,79.6,103.1,93.1,88.5
1627,78.6,60.9,79.6,103.1,93.1
1628,71.4,78.6,60.9,79.6,103.1
1629,119.7,71.4,78.6,60.9,79.6
1630,82.9,119.7,71.4,78.6,60.9
1631,91.7,82.9,119.7,71.4,78.6
1632,121.6,91.7,82.9,119.7,71.4
1633,139.5,121.6,91.7,82.9,119.7
1634,110.9,139.5,121.6,91.7,82.9
1635,83.5,110.9,139.5,121.6,91.7
1636,66.0,83.5,110.9,139.5,121.6
1637,64.5,66.0,83.5,110.9,139.5
1638,51.6,64.5,66.0,83.5,110.9
1639,36.3,51.6,64.5,66.0,83.5
1640,49.8,36.3,51.6,64.5,66.0
1641,43.2,49.8,36.3,51.6,64.5
1642,95.5,43.2,49.8,36.3,51.6
1643,72.9,95.5,43.2,49.8,36.3
1644,51.2,72.9,95.5,43.2,49.8
1645,45.3,51.2,72.9,95.5,43.2
1646,50.4,45.3,51.2,72.9,95.5
1647,28.1,50.4,45.3,51.2,72.9
1648,35.7,28.1,50.4,45.3,51.2
1649,14.4,35.7,28.1,50.4,45.3
1650,0.6,14.4,35.7,28.1,50.4
1651,21.7,0.6,14.4,35.7,28.1
1652,17.0,21.7,0.6,14.4,35.7
1653,22.0,17.0,21.7,0.6,14.4
1654,7.1,22.0,17.0,21.7,0.6
1655,11.6,7.1,22.0,17.0,21.7
1656,33.4,11.6,7.1,22.0,17.0
1657,26.1,33.4,11.6,7.1,22.0
1658,38.9,26.1,33.4,11.6,7.1
1659,35.7,38.9,26.1,33.4,11.6
1660,12.4,35.7,38.9,26.1,33.4
1661,11.0,12.4,35.7,38.9,26.1
1662,11.5,11.0,12.4,35.7,38.9
1663,34.5,11.5,11.0,12.4,35.7
1664,21.2,34.5,11.5,11.0,12.4
1665,11.8,21.2,34.5,11.5,11.0
1666,13.1,11.8,21.2,34.5,11.5
1667,8.5,13.1,11.8,21.2,34.5
1668,11.7,8.5,13.1,11.8,21.2
1669,11.8,11.7,8.5,13.1,11.8
1670,5.0,11.8,11.7,8.5,13.1
1671,4.6,5.0,11.8,11.7,8.5
1672,14.6,4.6,5.0,11.8,11.7
1673,3.4,14.6,4.6,5.0,11.8
1674,17.9,3.4,14.6,4.6,5.0
1675,11.1,17.9,3.4,14.6,4.6
1676,1.3,11.1,17.9,3.4,14.6
1677,14.2,1.3,11.1,17.9,3.4
1678,11.1,14.2,1.3,11.1,17.9
1679,7.3,11.1,14.2,1.3,11.1
1680,4.0,7.3,11.1,14.2,1.3
1681,10.8,4.0,7.3,11.1,14.2
1682,15.8,10.8,4.0,7.3,11.1
1683,34.3,15.8,10.8,4.0,7.3
1684,10.9,34.3,15.8,10.8,4.0
1685,3.4,10.9,34.3,15.8,10.8
1686,0.3,3.4,10.9,34.3,15.8
1687,11.2,0.3,3.4,10.9,34.3
1688,8.8,11.2,0.3,3.4,10.9
1689,1.1,8.8,11.2,0.3,3.4
1690,8.5,1.1,8.8,11.2,0.3
1691,2.7,8.5,1.1,8.8,11.2
1692,7.9,2.7,8.5,1.1,8.8
1693,2.2,7.9,2.7,8.5,1.1
1694,19.3,2.2,7.9,2.7,8.5
1695,14.2,19.3,2.2,7.9,2.7
1696,28.6,14.2,19.3,2.2,7.9
1697,18.6,28.6,14.2,19.3,2.2
1698,15.9,18.6,28.6,14.2,19.3
1699,13.1,15.9,18.6,28.6,14.2
1700,22.5,13.1,15.9,18.6,28.6
1701,36.9,22.5,13.1,15.9,18.6
1702,17.2,36.9,22.5,13.1,15.9
1703,34.2,17.2,36.9,22.5,13.1
1704,68.5,34.2,17.2,36.9,22.5
1705,80.4,68.5,34.2,17.2,36.9
1706,98.0,80.4,68.5,34.2,17.2
1707,55.1,98.0,80.4,68.5,34.2
1708,89.7,55.1,98.0,80.4,68.5
1709,86.0,89.7,55.1,98.0,80.4
1710,69.8,86.0,89.7,55.1,98.0
1711,54.3,69.8,86.0,89.7,55.1
1712,115.2,54.3,69.8,86.0,89.7
1713,126.1,115.2,54.3,69.8,86.0
1714,83.3,126.1,115.2,54.3,69.8
1715,116.0,83.3,126.1,115.2,54.3
1716,132.7,116.0,83.3,126.1,115.2
1717,127.3,132.7,116.0,83.3,126.1
1718,127.6,127.3,132.7,116.0,83.3
1719,169.0,127.6,127.3,132.7,116.0
1720,104.7,169.0,127.6,127.3,132.7
1721,117.5,104.7,169.0,127.6,127.3
1722,108.9,117.5,104.7,169.0,127.6
1723,131.0,108.9,117.5,104.7,169.0
1724,125.0,131.0,108.9,117.5,104.7
1725,121.6,125.0,131.0,108.9,117.5
1726,109.5,121.6,125.0,131.0,108.9
1727,146.8,109.5,121.6,125.0,131.0
1728,141.3,146.8,109.5,121.6,125.0
1729,149.8,141.3,146.8,109.5,121.6
1730,147.6,149.8,141.3,146.8,109.5
1731,215.4,147.6,149.8,141.3,146.8
1732,129.9,215.4,147.6,149.8,141.3
1733,133.3,129.9,215.4,147.6,149.8
1734,125.2,133.3,129.9,215.4,147.6
1735,156.4,125.2,133.3,129.9,215.4
1736,138.6,156.4,125.2,133.3,129.9
1737,141.0,138.6,156.4,125.2,133.3
1738,87.1,141.0,138.6,156.4,125.2
1739,136.0,87.1,141.0,138.6,156.4
1740,168.7,136.0,87.1,141.0,138.6
1741,164.8,168.7,136.0,87.1,141.0
1742,176.7,164.8,168.7,136.0,87.1
1743,117.1,176.7,164.8,168.7,136.0
1744,110.0,117.1,176.7,164.8,168.7
1745,125.7,110.0,117.1,176.7,164.8
1746,94.3,125.7,110.0,117.1,176.7
1747,100.1,94.3,125.7,110.0,117.1
1748,105.4,100.1,94.3,125.7,110.0
1749,112.0,105.4,100.1,94.3,125.7
1750,101.6,112.0,105.4,100.1,94.3
1751,128.2,101.6,112.0,105.4,100.1
1752,112.5,128.2,101.6,112.0,105.4
1753,119.1,112.5,128.2,101.6,112.0
1754,79.7,119.1,112.5,128.2,101.6
1755,114.9,79.7,119.1,112.5,128.2
1756,96.1,114.9,79.7,119.1,112.5
1757,113.2,96.1,114.9,79.7,119.1
1758,78.6,113.2,96.1,114.9,79.7
1759,117.9,78.6,113.2,96.1,114.9
1760,48.4,117.9,78.6,113.2,96.1
1761,95.7,48.4,117.9,78.6,113.2
1762,86.5,95.7,48.4,117.9,78.6
1763,73.0,86.5,95.7,48.4,117.9
1764,46.1,73.0,86.5,95.7,48.4
1765,81.7,46.1,73.0,86.5,95.7
1766,75.2,81.7,46.1,73.0,86.5
1767,45.4,75.2,81.7,46.1,73.0
1768,102.2,45.4,75.2,81.7,46.1
1769,47.9,102.2,45.4,75.2,81.7
1770,63.3,47.9,102.2,45.4,75.2
1771,71.0,63.3,47.9,102.2,45.4
1772,67.6,71.0,63.3,47.9,102.2
1773,49.0,67.6,71.0,63.3,47.9
1774,48.7,49.0,67.6,71.0,63.3
1775,51.7,48.7,49.0,67.6,71.0
1776,33.3,51.7,48.7,49.0,67.6
1777,18.9,33.3,51.7,48.7,49.0
1778,46.1,18.9,33.3,51.7,48.7
1779,36.4,46.1,18.9,33.3,51.7
1780,80.4,36.4,46.1,18.9,33.3
1781,23.9,80.4,36.4,46.1,18.9
1782,14.0,23.9,80.4,36.4,46.1
1783,55.5,14.0,23.9,80.4,36.4
1784,50.4,55.5,14.0,23.9,80.4
1785,60.7,50.4,55.5,14.0,23.9
1786,63.9,60.7,50.4,55.5,14.0
1787,24.2,63.9,60.7,50.4,55.5
1788,43.0,24.2,63.9,60.7,50.4
1789,37.1,43.0,24.2,63.9,60.7
1790,15.0,37.1,43.0,24.2,63.9
1791,52.3,15.0,37.1,43.0,24.2
1792,58.1,52.3,15.0,37.1,43.0
1793,57.1,58.1,52.3,15.0,37.1
1794,51.6,57.1,58.1,52.3,15.0
1795,21.1,51.6,57.1,58.1,52.3
1796,32.4,21.1,51.6,57.1,58.1
1797,15.3,32.4,21.1,51.6,57.1
1798,30.3,15.3,32.4,21.1,51.6
1799,23.6,30.3,15.3,32.4,21.1
1800,12.9,23.6,30.3,15.3,32.4
1801,34.1,12.9,23.6,30.3,15.3
1802,22.5,34.1,12.9,23.6,30.3
1803,4.9,22.5,34.1,12.9,23.6
1804,14.0,4.9,22.5,34.1,12.9
1805,21.7,14.0,4.9,22.5,34.1
1806,13.0,21.7,14.0,4.9,22.5
1807,17.6,13.0,21.7,14.0,4.9
1808,15.7,17.6,13.0,21.7,14.0
1809,22.8,15.7,17.6,13.0,21.7
1810,14.4,22.8,15.7,17.6,13.0
1811,26.8,14.4,22.8,15.7,17.6
1812,25.3,26.8,14.4,22.8,15.7
1813,20.1,25.3,26.8,14.4,22.8
1814,13.9,20.1,25.3,26.8,14.4
1815,7.1,13.9,20.1,25.3,26.8
1816,13.9,7.1,13.9,20.1,25.3
1817,21.6,13.9,7.1,13.9,20.1
1818,7.5,21.6,13.9,7.1,13.9
1819,0.5,7.5,21.6,13.9,7.1
1820,0.4,0.5,7.5,21.6,13.9
1821,4.0,0.4,0.5,7.5,21.6
1822,7.4,4.0,0.4,0.5,7.5
1823,0.0,7.4,4.0,0.4,0.5
1824,17.0,0.0,7.4,4.0,0.4
1825,9.7,17.0,0.0,7.4,4.0
1826,1.2,9.7,17.0,0.0,7.4
1827,1.7,1.2,9.7,17.0,0.0
1828,0.9,1.7,1.2,9.7,17.0
1829,6.3,0.9,1.7,1.2,9.7
1830,6.4,6.3,0.9,1.7,1.2
1831,0.0,6.4,6.3,0.9,1.7
1832,9.3,0.0,6.4,6.3,0.9
1833,0.0,9.3,0.0,6.4,6.3
1834,20.7,0.0,9.3,0.0,6.4
1835,0.0,20.7,0.0,9.3,0.0
1836,4.7,0.0,20.7,0.0,9.3
1837,2.4,4.7,0.0,20.7,0.0
1838,1.5,2.4,4.7,0.0,20.7
1839,3.8,1.5,2.4,4.7,0.0
1840,12.6,3.8,1.5,2.4,4.7
1841,27.2,12.6,3.8,1.5,2.4
1842,17.2,27.2,12.6,3.8,1.5
1843,1.8,17.2,27.2,12.6,3.8
1844,13.9,1.8,17.2,27.2,12.6
1845,28.4,13.9,1.8,17.2,27.2
1846,22.5,28.4,13.9,1.8,17.2
1847,43.5,22.5,28.4,13.9,1.8
1848,24.3,43.5,22.5,28.4,13.9
1849,27.2,24.3,43.5,22.5,28.4
1850,46.4,27.2,24.3,43.5,22.5
1851,48.0,46.4,27.2,24.3,43.5
1852,18.5,48.0,46.4,27.2,24.3
1853,64.8,18.5,48.0,46.4,27.2
1854,74.2,64.8,18.5,48.0,46.4
1855,76.2,74.2,64.8,18.5,48.0
1856,52.6,76.2,74.2,64.8,18.5
1857,40.8,52.6,76.2,74.2,64.8
1858,61.9,40.8,52.6,76.2,74.2
1859,71.6,61.9,40.8,52.6,76.2
1860,65.7,71.6,61.9,40.8,52.6
1861,69.8,65.7,71.6,61.9,40.8
1862,84.3,69.8,65.7,71.6,61.9
1863,97.1,84.3,69.8,65.7,71.6
1864,50.2,97.1,84.3,69.8,65.7
1865,90.4,50.2,97.1,84.3,69.8
1866,63.4,90.4,50.2,97.1,84.3
